id,name,rate,link
127,鍾記蒜香鹹酥雞,4.5/5,https://www.foodpanda.com.tw/restaurant/f5ig/f5ig
128,甘丹炸物專賣店,4.6/5,https://www.foodpanda.com.tw/restaurant/f4hg/743
129,胖老爹美式炸雞 (板橋江翠店),4.7/5,https://www.foodpanda.com.tw/restaurant/y9wq/pang-lao-die-mei-shi-zha-ji-ban-qiao-jiang-cui-dian
130,胖老爹美式炸雞 (板橋陽明店),4.8/5,https://www.foodpanda.com.tw/restaurant/b3iu/pang-lao-die-mei-shi-zha-ji-ban-qiao-yang-ming-dian
131,胖老爹美式炸雞 (土城海山店),4.7/5,https://www.foodpanda.com.tw/restaurant/y9yy/pang-lao-die-mei-shi-zha-ji-tu-cheng-hai-shan-dian
132,魔王狂爆雞排 (新北中和店),4.7/5,https://www.foodpanda.com.tw/restaurant/y8ry/mo-wang-kuang-bao-ji-pai-xin-bei-zhong-he-dian
133,小上海香酥雞 (土城延吉店),4.7/5,https://www.foodpanda.com.tw/restaurant/a0fy/xiao-shang-hai-xiang-su-ji-tu-cheng-yan-ji-dian
134,胖老爹美式炸雞 (土城青雲店),4.7/5,https://www.foodpanda.com.tw/restaurant/y1up/pang-lao-die-mei-shi-zha-ji-tu-cheng-qing-yun-dian
135,2派克脆皮雞排 (土城明德店),4.6/5,https://www.foodpanda.com.tw/restaurant/a0fn/2-2
136,葉式鹽酥雞,4.5/5,https://www.foodpanda.com.tw/restaurant/z3kk/xie-shi-yan-su-ji
137,繼光香香雞 (板橋府中店),4.6/5,https://www.foodpanda.com.tw/restaurant/y7mj/ji-guang-xiang-xiang-ji-ban-qiao-fu-zhong-dian
138,G拔拔香脆雞排 (板橋店),4.5/5,https://www.foodpanda.com.tw/restaurant/a5wb/g--4
139,Winggy Winggy美式雞翅店 (板橋新埔店),4.7/5,https://www.foodpanda.com.tw/restaurant/e8ge/winggy-winggy-
140,胖老爹美式炸雞 (板橋中山三民店),4.6/5,https://www.foodpanda.com.tw/restaurant/y9tu/pang-lao-die-mei-shi-zha-ji-ban-qiao-zhong-shan-san-min-dian
141,胖老爹美式炸雞 (板橋合宜店),4.7/5,https://www.foodpanda.com.tw/restaurant/y2dz/pang-lao-die-mei-shi-zha-ji-ban-qiao-he-yi-dian
142,胖老爹美式炸雞 (中和連城店),4.7/5,https://www.foodpanda.com.tw/restaurant/y2hl/pang-lao-die-mei-shi-zha-ji-zhong-he-lian-cheng-dian
143,馬力碳烤雞排,4.6/5,https://www.foodpanda.com.tw/restaurant/y8tq/ma-li-tan-kao-ji-pai
144,林霸雞排,4.3/5,https://www.foodpanda.com.tw/restaurant/f4km/lin-ba-ji-pai
