id,name,rate,link
164,濤濤綠奶蓋茶,3.7/5,https://www.foodpanda.com.tw/restaurant/f0id/f0id
165,一三水果汁專賣店,3.3/5,https://www.foodpanda.com.tw/restaurant/f9xr/f9xr
166,蘆洲夜市ㄚ咪肉羹店,2.2/5,https://www.foodpanda.com.tw/restaurant/f5xq/f5xq
167,傑的燒烤,5月5日,https://www.foodpanda.com.tw/restaurant/n1bs/n1bs
168,淡大無名去骨鹽水雞,4.8/5,https://www.foodpanda.com.tw/restaurant/f3lp/f3lp
169,吮指王 (三重大同店),4.8/5,https://www.foodpanda.com.tw/restaurant/d5pm/shun-zhi-wang-san-zhong-da-tong-dian
170,無雙炭烤玉米,4.8/5,https://www.foodpanda.com.tw/restaurant/a0er/wu-shuang-tan-kao-yu-mi
171,島瓜滷味 (三重文化北店),4.7/5,https://www.foodpanda.com.tw/restaurant/f2hw/f2hw
172,Pizza Hut必勝客 (三重重陽店),4.7/5,https://www.foodpanda.com.tw/restaurant/y1mj/pizza-hut--123
173,金可口烘焙,4.7/5,https://www.foodpanda.com.tw/restaurant/b6zz/jin-ke-kou-hong-bei
174,八方雲集(三重中正北店),4.7/5,https://www.foodpanda.com.tw/restaurant/b0vz/ba-fang-yun-ji-zhong-zheng-bei-dian
175,生風旗魚米粉,4.7/5,https://www.foodpanda.com.tw/restaurant/a4gb/sheng-feng-qi-yu-mi-fen
176,崧田滷味,4.7/5,https://www.foodpanda.com.tw/restaurant/f7tw/f7tw
177,萬里香碳燒石頭玉米,4.7/5,https://www.foodpanda.com.tw/restaurant/y9wm/wan-li-xiang-kao-yu-mi
178,斗六當歸鴨,4.7/5,https://www.foodpanda.com.tw/restaurant/y9iv/dou-liu-dang-gui-ya
179,吉市牛排館,4.7/5,https://www.foodpanda.com.tw/restaurant/b2vs/ji-shi-niu-pai-guan
180,Pizza Hut必勝客 (三重正義店),4.7/5,https://www.foodpanda.com.tw/restaurant/y8mv/pizza-hut--116
181,台南小上海香酥雞,4.7/5,https://www.foodpanda.com.tw/restaurant/z4la/tai-nan-xiao-shang-hai-xiang-su-ji
182,Pizza Hut必勝客 (三重三民店),4.7/5,https://www.foodpanda.com.tw/restaurant/b1ju/pizza-hut--174
183,原鄉人甘草芭樂 (三重文化北路),4.7/5,https://www.foodpanda.com.tw/restaurant/z5ja/yuan-xiang-ren-gan-cao-ba-le-san-zhong-wen-hua-bei-lu
184,胖老爹美式炸雞 (三重重新橋店),4.7/5,https://www.foodpanda.com.tw/restaurant/y5wn/pang-lao-die-mei-shi-zha-ji-san-zhong-zhong-xin-qiao-dian
185,胖老爹美式炸雞 (三重自強店),4.6/5,https://www.foodpanda.com.tw/restaurant/y3kh/pang-lao-die-mei-shi-zha-ji-san-zhong-zi-qiang-dian
186,龍恩焢肉飯 (新北中華店),4.7/5,https://www.foodpanda.com.tw/restaurant/y6hl/long-en-hong-rou-fan-xin-bei-zhong-hua-dian
187,超牛B 骰子牛,4.7/5,https://www.foodpanda.com.tw/restaurant/y3ir/-b-
188,虎菇婆 (新北大智店),4.8/5,https://www.foodpanda.com.tw/restaurant/b9rn/hu-gu-po-xin-bei-da-zhi-dian
189,老店甘草朳樂,4.6/5,https://www.foodpanda.com.tw/restaurant/d3nt/lao-dian-gan-cao-ba-le
190,富大牛排館,4.7/5,https://www.foodpanda.com.tw/restaurant/y9ze/fu-da-niu-pai-guan
191,創意造型熱狗,4.7/5,https://www.foodpanda.com.tw/restaurant/z2ik/chuang-yi-zao-xing-re-gou
192,大呼過癮 (三重重新店),4.7/5,https://www.foodpanda.com.tw/restaurant/a2td/da-hu-guo-yin-san-zhong-zhong-xin-dian
193,桶一天下 (三重福德店),4.6/5,https://www.foodpanda.com.tw/restaurant/f3cy/f3cy
194,金牛座牛排,4.7/5,https://www.foodpanda.com.tw/restaurant/d7we/jin-niu-zuo-niu-pai
195,土味傳統手工豆花,4.6/5,https://www.foodpanda.com.tw/restaurant/f4nw/f4nw
196,上紅臭臭鍋 (三重中華店),4.6/5,https://www.foodpanda.com.tw/restaurant/b2mi/shang-hong-chou-chou-guo-san-zhong-zhong-hua-dian
